"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"CEQ5","YGC","Grande Cache Airport","Grande Cache","Alberta","CA","4117","53.9169","-118.874","America/Edmonton",""
"CER3","YDC","Drayton Valley Industrial Airport","Drayton Valley","Alberta","CA","2776","53.2658","-114.96","America/Edmonton",""
"CER4","NML","Fort McMurray / Mildred Lake Airport","Fort McMurray","Alberta","CA","1046","57.0556","-111.574","America/Edmonton",""
"CFC4","XMP","Macmillan Pass Airport","Macmillan Pass","Yukon","CA","3810","63.1811","-130.202","America/Whitehorse",""
"CFF4","DAS","Great Bear Lake Airport","Great Bear Lake","Northwest Territories","CA","562","66.7031","-119.707","America/Yellowknife",""
"CFG6","YFI","Fort Mackay / Firebag","Suncor Energy Site","Alberta","CA","1762","57.27583","-110.97667","America/Edmonton",""
"CFM4","YOE","Donnelly Airport","Donnelly","Alberta","CA","1949","55.7094","-117.094","America/Edmonton",""
"CJL2","YDJ","Hatchet Lake Airport","Hatchet Lake","Saskatchewan","CA","1362","58.6625","-103.538","America/Regina",""
"CJL8","YDU","Kasba Lake Airport","Kasba Lake","Northwest Territories","CA","1131","60.2919","-102.502","America/Yellowknife",""
"CJS3","XCL","Cluff Lake Airport","Cluff Lake","Saskatchewan","CA","1112","58.3911","-109.516","America/Regina",""
"CJT3","YKE","Knee Lake Airport","Knee Lake","Manitoba","CA","625","54.9153","-94.7981","America/Winnipeg",""
"CJV7","SUR","Summer Beaver Airport","Summer Beaver","Ontario","CA","832","52.7086","-88.5419","America/Toronto",""
"CJY3","YTT","Tisdale Airport","Tisdale","Saskatchewan","CA","1525","52.8367","-104.067","America/Regina",""
"CKB6","YAX","Wapekeka Airport","Angling Lake","Ontario","CA","712","53.8492","-89.5794","America/Winnipeg",""
"CKL3","WNN","Wunnumin Lake Airport","Wunnumin Lake","Ontario","CA","819","52.8939","-89.2892","America/Winnipeg",""
"CKQ3","YNO","North Spirit Lake Airport","North Spirit Lake","Ontario","CA","1082","52.49","-92.9711","America/Winnipeg",""
"CKV4","YDW","North of Sixty Airport","Obre Lake","Northwest Territories","CA","1195","60.3164","-103.129","America/Yellowknife",""
"CNE3","XBE","Bearskin Lake Airport","Bearskin Lake","Ontario","CA","800","53.9656","-91.0272","America/Winnipeg",""
"CNH2","YNP","Natuashish Airport","Natuashish","Newfoundland and Labrador","CA","30","55.9139","-61.1844","America/Goose_Bay",""
"CNK4","YPD","Parry Sound Area Municipal Airport","Parry Sound","Ontario","CA","832","45.2575","-79.8297","America/Toronto",""
"CNL3","XBR","Brockville - Thousand Islands Regional Tackaberry Airport","Brockville","Ontario","CA","402","44.6394","-75.7503","America/Toronto",""
"CNM5","KIF","Kingfisher Lake Airport","Kingfisher Lake","Ontario","CA","866","53.0125","-89.8553","America/Toronto",""
"CNS7","YKD","Kincardine Airport","Kincardine","Ontario","CA","772","44.2014","-81.6067","America/Toronto",""
"CNT3","YOG","Ogoki Post Airport","Ogoki Post","Ontario","CA","594","51.6586","-85.9017","America/Toronto",""
"CPF2","YEB","Bar River Airport","Bar River","Ontario","CA","591","46.4203","-84.0922","America/Toronto",""
"CPV7","YHP","Poplar Hill Airport","Poplar Hill","Ontario","CA","1095","52.1133","-94.2556","America/Winnipeg",""
"CSB2","YSA","Sable Island Landing Strip","Sable Island","Nova Scotia","CA","0","43.93035","-59.95977","America/Halifax",""
"CSH4","YLS","Lebel-sur-Quevillon Airport","Lebel-sur-Quevillon","Quebec","CA","960","49.0303","-77.0172","America/Toronto",""
"CSK6","YNX","Snap Lake Airport","Snap Lake","Northwest Territories","CA","1557","63.5936","-110.906","America/Yellowknife",""
"CSU2","YKU","Chisasibi Airport","Chisasibi","Quebec","CA","43","53.8056","-78.9169","America/Toronto",""
"CTB6","ZTB","Tete-a-la-Baleine Airport","Tete-a-la-Baleine","Quebec","CA","107","50.6744","-59.3836","America/Blanc-Sablon",""
"CTP9","YAU","Donaldson Airport","Kattiniq","Quebec","CA","1902","61.6622","-73.3214","America/Toronto",""
"CTU2","YFG","Fontanges Airport","Fontanges","Quebec","CA","1550","54.5539","-71.1733","America/Toronto",""
"CTU5","ZLT","La Tabatiere Airport","La Tabatiere","Quebec","CA","102","50.8308","-58.9756","America/Blanc-Sablon",""
"CYAB","YAB","Arctic Bay Airport","","Nunavut","CA","72","73.00577","-85.04251","America/Rankin_Inlet",""
"CYAC","YAC","Cat Lake Airport","Cat Lake","Ontario","CA","1344","51.7272","-91.8244","America/Winnipeg",""
"CYAD","YAR","La Grande-3 Airport","La Grande-3","Quebec","CA","775","53.5717","-76.1964","America/Toronto",""
"CYAG","YAG","Fort Frances Municipal Airport","Fort Frances","Ontario","CA","1125","48.6542","-93.4397","America/Winnipeg",""
"CYAH","YAH","La Grande-4 Airport","La Grande-4","Quebec","CA","1005","53.7547","-73.6753","America/Toronto",""
"CYAL","YAL","Alert Bay Airport","Alert Bay","British Columbia","CA","240","50.5822","-126.916","America/Vancouver",""
"CYAM","YAM","Sault Ste Marie Airport","Sault Sainte Marie","Ontario","CA","630","46.485","-84.5094","America/Toronto",""
"CYAQ","XKS","Kasabonika Airport","Kasabonika","Ontario","CA","672","53.5247","-88.6428","America/Toronto",""
"CYAS","YKG","Kangirsuk Airport","Kangirsuk","Quebec","CA","403","60.0272","-69.9992","America/Toronto",""
"CYAT","YAT","Attawapiskat Airport","Attawapiskat","Ontario","CA","31","52.9275","-82.4319","America/Toronto",""
"CYAY","YAY","St. Anthony Airport","St. Anthony","Newfoundland and Labrador","CA","108","51.3919","-56.0831","America/St_Johns",""
"CYAZ","YAZ","Tofino / Long Beach Airport","Tofino","British Columbia","CA","80","49.07983","-125.7756","America/Vancouver",""
"CYBA","YBA","Banff Airport","Banff","Alberta","CA","4583","51.20734","-115.54186","America/Edmonton",""
"CYBB","YBB","Kugaaruk Airport","Kugaaruk","Nunavut","CA","56","68.5344","-89.8081","America/Edmonton",""
"CYBC","YBC","Baie Comeau Airport","Baie-Comeau","Quebec","CA","71","49.1325","-68.2044","America/Toronto",""
"CYBD","QBC","Bella Coola Airport","Bella Coola","British Columbia","CA","117","52.3875","-126.596","America/Vancouver",""
"CYBE","YBE","Uranium City Airport","Uranium City","Saskatchewan","CA","1044","59.5614","-108.481","America/Regina",""
"CYBF","YBY","Bonnyville Airport","Bonnyville","Alberta","CA","1836","54.3042","-110.744","America/Edmonton",""
"CYBG","YBG","CFB Bagotville","Bagotville","Quebec","CA","522","48.3306","-70.9964","America/Toronto",""
"CYBK","YBK","Baker Lake Airport","Baker Lake","Nunavut","CA","59","64.2989","-96.0778","America/Winnipeg",""
"CYBL","YBL","Campbell River Airport","Campbell River","British Columbia","CA","346","49.9508","-125.271","America/Vancouver",""
"CYBQ","XTL","Tadoule Lake Airport","Tadoule Lake","Manitoba","CA","923","58.7061","-98.5122","America/Winnipeg",""
"CYBR","YBR","Brandon Municipal Airport","Brandon","Manitoba","CA","1343","49.91","-99.9519","America/Winnipeg",""
"CYBT","YBT","Brochet Airport","Brochet","Manitoba","CA","1136","57.8894","-101.679","America/Winnipeg",""
"CYBV","YBV","Berens River Airport","Berens River","Manitoba","CA","728","52.3589","-97.0183","America/Winnipeg",""
"CYBX","YBX","Lourdes de Blanc Sablon Airport","Lourdes-De-Blanc-Sablon","Quebec","CA","121","51.4436","-57.1853","America/Blanc-Sablon",""
"CYCA","YRF","Cartwright Airport","Cartwright","Newfoundland and Labrador","CA","40","53.6828","-57.0419","America/Halifax",""
"CYCB","YCB","Cambridge Bay Airport","Cambridge Bay","Nunavut","CA","90","69.1081","-105.138","America/Edmonton",""
"CYCC","YCC","Cornwall Regional Airport","Cornwall","Quebec","CA","175","45.0928","-74.5633","America/Toronto",""
"CYCD","YCD","Nanaimo Airport","Nanaimo","British Columbia","CA","93","49.0523","-123.87","America/Vancouver",""
"CYCE","YCE","James T. Field Memorial Aerodrome","Centralia","Ontario","CA","824","43.2856","-81.5083","America/Toronto",""
"CYCG","YCG","Castlegar Airport","Castlegar","British Columbia","CA","1624","49.2964","-117.632","America/Vancouver",""
"CYCH","YCH","Miramichi Airport","Miramichi","New Brunswick","CA","108","47.0078","-65.4492","America/Halifax",""
"CYCK","XCM","Chatham Kent Airport","Chatham-Kent","Ontario","CA","650","42.3064","-82.0819","America/Toronto",""
"CYCL","YCL","Charlo Airport","Charlo","New Brunswick","CA","132","47.9908","-66.3303","America/Halifax",""
"CYCN","YCN","Cochrane Airport","Cochrane","Ontario","CA","861","49.1056","-81.0136","America/Toronto",""
"CYCO","YCO","Kugluktuk Airport","Kugluktuk","Nunavut","CA","74","67.8167","-115.144","America/Edmonton",""
"CYCQ","YCQ","Chetwynd Airport","Chetwynd","British Columbia","CA","2000","55.6872","-121.627","America/Dawson_Creek",""
"CYCR","YCR","Cross Lake (Charlie Sinclair Memorial) Airport","Cross Lake","Manitoba","CA","709","54.6106","-97.7608","America/Winnipeg",""
"CYCS","YCS","Chesterfield Inlet Airport","Chesterfield Inlet","Nunavut","CA","32","63.3469","-90.7311","America/Winnipeg",""
"CYCT","YCT","Coronation Airport","Coronation","Alberta","CA","2595","52.075","-111.445","America/Edmonton",""
"CYCW","YCW","Chilliwack Airport","Chilliwack","British Columbia","CA","32","49.1528","-121.939","America/Vancouver",""
"CYCY","YCY","Clyde River Airport","Clyde River","Nunavut","CA","87","70.4861","-68.5167","America/Toronto",""
"CYCZ","YCZ","Fairmont Hot Springs Airport","Fairmont Hot Springs","British Columbia","CA","2661","50.3303","-115.873","America/Edmonton",""
"CYDA","YDA","Dawson City Airport","Dawson City","Yukon","CA","1215","64.0431","-139.128","America/Vancouver",""
"CYDB","YDB","Burwash Airport","Burwash","Yukon","CA","2647","61.3711","-139.041","America/Vancouver",""
"CYDF","YDF","Deer Lake Airport","Deer Lake","Newfoundland and Labrador","CA","72","49.2108","-57.3914","America/St_Johns",""
"CYDL","YDL","Dease Lake Airport","Dease Lake","British Columbia","CA","2600","58.4222","-130.032","America/Vancouver",""
"CYDM","XRR","Ross River Airport","Ross River","Yukon","CA","2314","61.9706","-132.423","America/Whitehorse",""
"CYDN","YDN","Dauphin Barker Airport","Dauphin","Manitoba","CA","999","51.1008","-100.052","America/Winnipeg",""
"CYDO","YDO","Dolbeau St Felicien Airport","Dolbeau-St-Felicien","Quebec","CA","372","48.7785","-72.375","America/Toronto",""
"CYDP","YDP","Nain Airport","Nain","Newfoundland and Labrador","CA","22","56.5492","-61.6803","America/Halifax",""
"CYDQ","YDQ","Dawson Creek Airport","Dawson Creek","British Columbia","CA","2148","55.7423","-120.183","America/Dawson_Creek",""
"CYEG","YEG","Edmonton International Airport","Edmonton","Alberta","CA","2373","53.3097","-113.58","America/Edmonton",""
"CYEK","YEK","Arviat Airport","Arviat","Nunavut","CA","32","61.0942","-94.0708","America/Winnipeg",""
"CYEL","YEL","Elliot Lake Municipal Airport","Elliot Lake","Ontario","CA","1087","46.3514","-82.5614","America/Toronto",""
"CYEM","YEM","Manitoulin East Municipal Airport","Manitowaning","Ontario","CA","869","45.8428","-81.8581","America/Toronto",""
"CYEN","YEN","Estevan Airport","Estevan","Saskatchewan","CA","1905","49.2103","-102.966","America/Regina",""
"CYER","YER","Fort Severn Airport","Fort Severn","Ontario","CA","48","56.0189","-87.6761","America/Toronto",""
"CYET","YET","Edson Airport","Edson","Alberta","CA","3043","53.5789","-116.465","America/Edmonton",""
"CYEU","YEU","Eureka Airport","Eureka","Nunavut","CA","256","79.9947","-85.8142","America/Rankin_Inlet",""
"CYEV","YEV","Inuvik (Mike Zubko) Airport","Inuvik","Northwest Territories","CA","224","68.3042","-133.483","America/Inuvik",""
"CYEY","YEY","Amos Magny Airport","Amos","Quebec","CA","1068","48.5639","-78.2497","America/Toronto",""
"CYFA","YFA","Fort Albany Airport","Fort Albany","Ontario","CA","48","52.2014","-81.6969","America/Toronto",""
"CYFB","YFB","Iqaluit Airport","Iqaluit","Nunavut","CA","110","63.7564","-68.5558","America/Toronto",""
"CYFC","YFC","Fredericton International Airport","Fredericton","New Brunswick","CA","68","45.8689","-66.5372","America/Moncton",""
"CYFE","YFE","Forestville Airport","Forestville","Quebec","CA","293","48.7461","-69.0972","America/Toronto",""
"CYFH","YFH","Fort Hope Airport","Fort Hope","Ontario","CA","899","51.5619","-87.9078","America/Toronto",""
"CYFJ","YTM","La Macaza / Mont-Tremblant International Inc Airport","Riviere Rouge","Quebec","CA","827","46.4094","-74.78","America/Toronto",""
"CYFO","YFO","Flin Flon Airport","Flin Flon","Manitoba","CA","997","54.6781","-101.682","America/Winnipeg",""
"CYFR","YFR","Fort Resolution Airport","Fort Resolution","Northwest Territories","CA","526","61.1808","-113.69","America/Edmonton",""
"CYFS","YFS","Fort Simpson Airport","Fort Simpson","Northwest Territories","CA","555","61.7602","-121.237","America/Edmonton",""
"CYFT","YMN","Makkovik Airport","Makkovik","Newfoundland and Labrador","CA","234","55.0769","-59.1864","America/Halifax",""
"CYGB","YGB","Texada Gillies Bay Airport","Texada","British Columbia","CA","326","49.6942","-124.518","America/Vancouver",""
"CYGH","YGH","Fort Good Hope Airport","Fort Good Hope","Northwest Territories","CA","268","66.2408","-128.651","America/Edmonton",""
"CYGK","YGK","Kingston Airport","Kingston","Ontario","CA","305","44.2253","-76.5969","America/Toronto",""
"CYGL","YGL","La Grande Riviere Airport","Radisson","Quebec","CA","639","53.6253","-77.7042","America/Toronto",""
"CYGM","YGM","Gimli Industrial Park Airport","Gimli","Manitoba","CA","753","50.6281","-97.0433","America/Winnipeg",""
"CYGO","YGO","Gods Lake Narrows Airport","Gods Lake Narrows","Manitoba","CA","617","54.5589","-94.4914","America/Winnipeg",""
"CYGP","YGP","Gaspe (Michel-Pouliot) Airport","Gaspe","Quebec","CA","112","48.7753","-64.4786","America/Toronto",""
"CYGQ","YGQ","Geraldton Greenstone Regional Airport","Geraldton","Ontario","CA","1144","49.7783","-86.9394","America/Toronto",""
"CYGR","YGR","Iles-de-la-Madeleine Airport","Iles-de-la-Madeleine","Quebec","CA","35","47.4247","-61.7781","America/Toronto",""
"CYGT","YGT","Igloolik Airport","Igloolik","Nunavut","CA","174","69.3647","-81.8161","America/Toronto",""
"CYGV","YGV","Havre St Pierre Airport","Havre St-Pierre","Quebec","CA","124","50.2819","-63.6114","America/Toronto",""
"CYGW","YGW","Kuujjuarapik Airport","Kuujjuarapik","Quebec","CA","34","55.2819","-77.7653","America/Toronto",""
"CYGX","YGX","Gillam Airport","Gillam","Manitoba","CA","476","56.3575","-94.7106","America/Winnipeg",""
"CYGZ","YGZ","Grise Fiord Airport","Grise Fiord","Nunavut","CA","146","76.4261","-82.9092","America/Toronto",""
"CYHA","YQC","Quaqtaq Airport","Quaqtaq","Quebec","CA","103","61.0464","-69.6178","America/Toronto",""
"CYHB","YHB","Hudson Bay Airport","Hudson Bay","Saskatchewan","CA","1175","52.8167","-102.311","America/Regina",""
"CYHC","CXH","Vancouver Harbour Airport","Vancouver","British Columbia","CA","0","49.28333","-123.1","America/Vancouver",""
"CYHD","YHD","Dryden Regional Airport","Dryden","Ontario","CA","1354","49.8317","-92.7442","America/Winnipeg",""
"CYHE","YHE","Hope Airport","Hope","British Columbia","CA","128","49.3683","-121.498","America/Vancouver",""
"CYHF","YHF","Hearst Rene Fontaine Municipal Airport","Hearst","Ontario","CA","827","49.7142","-83.6861","America/Toronto",""
"CYHH","YNS","Nemiscau Airport","Nemiscau","Quebec","CA","802","51.6911","-76.1356","America/Toronto",""
"CYHI","YHI","Ulukhaktok Holman Airport","Ulukhaktok","Northwest Territories","CA","117","70.7628","-117.806","America/Yellowknife",""
"CYHK","YHK","Gjoa Haven Airport","Gjoa Haven","Nunavut","CA","152","68.6356","-95.8497","America/Edmonton",""
"CYHM","YHM","John C. Munro Hamilton International Airport","Hamilton","Ontario","CA","780","43.1736","-79.935","America/Toronto",""
"CYHN","YHN","Hornepayne Municipal Airport","Hornepayne","Ontario","CA","1099","49.1931","-84.7589","America/Toronto",""
"CYHO","YHO","Hopedale Airport","Hopedale","Newfoundland and Labrador","CA","39","55.4483","-60.2286","America/Halifax",""
"CYHR","YHR","Chevery Airport","Chevery","Quebec","CA","39","50.4689","-59.6367","America/Blanc-Sablon",""
"CYHT","YHT","Haines Junction Airport","Haines Junction","Yukon","CA","2150","60.7892","-137.546","America/Whitehorse",""
"CYHU","YHU","Montréal / St-Hubert Airport","Longueuil","Quebec","CA","90","45.5175","-73.4169","America/Toronto",""
"CYHY","YHY","Hay River / Merlyn Carter Airport","Hay River","Northwest Territories","CA","541","60.8397","-115.783","America/Yellowknife",""
"CYHZ","YHZ","Halifax Robert L. Stanfield International Airport","Halifax","Nova Scotia","CA","477","44.8808","-63.5086","America/Halifax",""
"CYIB","YIB","Atikokan Municipal Airport","Atikokan","Ontario","CA","1408","48.7739","-91.6386","America/Panama",""
"CYID","YDG","Digby / Annapolis Regional Airport","Digby","Nova Scotia","CA","499","44.54585","-65.78542","America/Halifax",""
"CYIF","YIF","St Augustin Airport","St-Augustin","Quebec","CA","20","51.2117","-58.6583","America/Blanc-Sablon",""
"CYIK","YIK","Ivujivik Airport","Ivujivik","Quebec","CA","126","62.4173","-77.9253","America/Toronto",""
"CYIO","YIO","Pond Inlet Airport","Pond Inlet","Nunavut","CA","181","72.6833","-77.9667","America/Toronto",""
"CYIV","YIV","Island Lake Airport","Island Lake","Manitoba","CA","770","53.8572","-94.6536","America/Winnipeg",""
"CYJA","YJA","Jasper Airport","Jasper","Alberta","CA","3350","52.9967","-118.059","America/Edmonton",""
"CYJF","YJF","Fort Liard Airport","Fort Liard","Northwest Territories","CA","708","60.2358","-123.469","America/Yellowknife",""
"CYJN","YJN","St-Jean Airport","Saint Jean","Quebec","CA","136","45.2944","-73.2811","America/Toronto",""
"CYJT","YJT","Stephenville Airport","Stephenville","Newfoundland and Labrador","CA","84","48.5442","-58.55","America/St_Johns",""
"CYKA","YKA","Kamloops Airport","Kamloops","British Columbia","CA","1133","50.7022","-120.444","America/Vancouver",""
"CYKC","YKC","Collins Bay Airport","Collins Bay","Saskatchewan","CA","1341","58.2361","-103.678","America/Regina",""
"CYKD","LAK","Aklavik Airport","Aklavik","Northwest Territories","CA","23","68.2233","-135.006","America/Edmonton",""
"CYKF","YKF","Kitchener / Waterloo Airport","Waterloo","Ontario","CA","1055","43.4608","-80.3786","America/Toronto",""
"CYKG","YWB","Kangiqsujuaq (Wakeham Bay) Airport","Kangiqsujuaq","Quebec","CA","501","61.5886","-71.9294","America/Toronto",""
"CYKJ","YKJ","Key Lake Airport","Key Lake","Saskatchewan","CA","1679","57.2561","-105.618","America/Regina",""
"CYKL","YKL","Schefferville Airport","Schefferville","Quebec","CA","1709","54.8053","-66.8053","America/Toronto",""
